candidate_id,username,company_name,position,location,sector,stipend,match_score,allocated_date,status,location_match_score,diversity_bonus,internship_id
CAND_C98395A4,14470533,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:28:19,Allocated,,,
CAND_5F982B2A,14491649,ICICI Bank,Finance Intern,Delhi,Finance,24101,90.0,2025-09-07 23:28:20,Allocated,,,
CAND_E1204520,14496667,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:28:21,Allocated,,,
CAND_9F76B969,15289348,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:28:24,Allocated,,,
CAND_6375937A,15363277,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:28:25,Allocated,,,
CAND_B09C26E6,15592167,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:28:26,Allocated,,,
CAND_81DF6303,15821633,HDFC Bank,Finance Intern,Mumbai,Finance,69079,40.0,2025-09-07 23:28:28,Allocated,,,
CAND_3D7998E3,15906625,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:28:30,Allocated,,,
CAND_28887E83,16237710,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:28:31,Allocated,,,
CAND_E6706C1A,17306905,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:28:35,Allocated,,,
CAND_38451AF6,17407184,ICICI Bank,Finance Intern,Delhi,Finance,24101,90.0,2025-09-07 23:28:36,Allocated,,,
CAND_6DF88E39,17556527,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:28:38,Allocated,,,
CAND_73F80058,18132924,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:28:40,Allocated,,,
CAND_228671F2,18365791,TCS,Technology Intern,Mumbai,Technology,59953,45.0,2025-09-07 23:28:40,Allocated,,,
CAND_2C6574CF,18569929,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:28:41,Allocated,,,
CAND_8B4579E4,18669563,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:28:44,Allocated,,,
CAND_EBA958D9,19446337,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:28:45,Allocated,,,
CAND_2FA38573,19545827,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:28:47,Allocated,,,
CAND_DBF2C95E,20082776,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:28:48,Allocated,,,
CAND_E582B55D,20253563,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:28:50,Allocated,,,
CAND_5654D61B,20345168,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:28:51,Allocated,,,
CAND_0D872655,20393721,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:28:52,Allocated,,,
CAND_991886E2,20624984,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:28:54,Allocated,,,
CAND_2378DD16,21031285,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:28:55,Allocated,,,
CAND_70A2AE4A,21338490,ICICI Bank,Finance Intern,Delhi,Finance,24101,90.0,2025-09-07 23:28:56,Allocated,,,
CAND_FA524D92,21763056,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:28:57,Allocated,,,
CAND_00F7C065,21794875,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:28:59,Allocated,,,
CAND_963D659B,21853199,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:29:00,Allocated,,,
CAND_31201B80,22465498,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:29:02,Allocated,,,
CAND_0AF2D207,22925443,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:29:04,Allocated,,,
CAND_BE0D29E7,23139819,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:05,Allocated,,,
CAND_2C5B6E24,23246831,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:29:07,Allocated,,,
CAND_5EFAD36F,23387174,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:29:08,Allocated,,,
CAND_411611E8,23416654,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:29:10,Allocated,,,
CAND_D8345726,23438112,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:29:11,Allocated,,,
CAND_DE86A204,23513618,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:13,Allocated,,,
CAND_C1F8EECD,23636277,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:29:14,Allocated,,,
CAND_E8AE6340,23734441,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:29:16,Allocated,,,
CAND_9A24CE84,24103168,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:17,Allocated,,,
CAND_D07E27FA,24294778,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:29:20,Allocated,,,
CAND_EE2D12FD,24703009,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:29:21,Allocated,,,
CAND_6564AF67,24799301,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:29:22,Allocated,,,
CAND_C598BA28,24817041,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:29:22,Allocated,,,
CAND_4C8B2CDD,25067742,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:29:23,Allocated,,,
CAND_9B05B172,25127518,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:29:24,Allocated,,,
CAND_18462390,25462793,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:29:25,Allocated,,,
CAND_1FD25637,25547145,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:29:27,Allocated,,,
CAND_A3FBA939,25749150,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:29:29,Allocated,,,
CAND_AA142475,25846894,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:29:30,Allocated,,,
CAND_27822813,25862026,HDFC Bank,Finance Intern,Mumbai,Finance,69079,40.0,2025-09-07 23:29:31,Allocated,,,
CAND_36E66E7B,25867805,ICICI Bank,Finance Intern,Delhi,Finance,24101,90.0,2025-09-07 23:29:33,Allocated,,,
CAND_FC0C36D0,25935030,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:29:34,Allocated,,,
CAND_A5A6053B,26065877,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:29:36,Allocated,,,
CAND_8D4DC5E0,26975573,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:38,Allocated,,,
CAND_B22B2772,27558837,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:29:39,Allocated,,,
CAND_08CC4E20,27573855,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:29:41,Allocated,,,
CAND_2C070445,27637576,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:29:43,Allocated,,,
CAND_7D69F5F5,27980446,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:29:45,Allocated,,,
CAND_0CB4D91C,28298773,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:46,Allocated,,,
CAND_EE6383CC,28359817,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:29:47,Allocated,,,
CAND_CF0CB181,28614791,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:29:49,Allocated,,,
CAND_43FD398D,28939941,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:51,Allocated,,,
CAND_3513D6AA,28969385,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:52,Allocated,,,
CAND_E278F53A,29050809,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:29:55,Allocated,,,
CAND_F96215A2,29456173,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:29:56,Allocated,,,
CAND_431169B1,29821051,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:29:58,Allocated,,,
CAND_FB66C903,29999135,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:30:00,Allocated,,,
CAND_8915C11F,30304575,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:30:02,Allocated,,,
CAND_CB5210EC,30361788,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:30:02,Allocated,,,
CAND_E2AE0B99,30813919,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:30:03,Allocated,,,
CAND_7333ED0D,31602598,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:30:05,Allocated,,,
CAND_D7A0D74D,33527446,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,60.0,2025-09-07 23:30:06,Allocated,,,
CAND_A3153632,34198885,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:30:08,Allocated,,,
CAND_89FCFC22,34816637,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:30:09,Allocated,,,
CAND_CEDC33B8,35554162,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:30:10,Allocated,,,
CAND_BA960E8F,36024962,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:30:11,Allocated,,,
CAND_A389B350,36425270,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:30:12,Allocated,,,
CAND_7DC0DC2B,37370455,HDFC Bank,Finance Intern,Mumbai,Finance,56641,75.25,2025-09-07 23:30:13,Allocated,,,
CAND_6F83566A,37997506,ICICI Bank,Finance Intern,Delhi,Finance,24101,70.0,2025-09-07 23:30:15,Allocated,,,
CAND_F5981D1B,38847011,HDFC Bank,Finance Intern,Mumbai,Finance,69079,80.0,2025-09-07 23:30:17,Allocated,,,
CAND_5AB7ACA9,39115899,HDFC Bank,Finance Intern,Mumbai,Finance,69079,60.0,2025-09-07 23:30:18,Allocated,,,
CAND_99C9A61F,39674178,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:30:20,Allocated,,,
CAND_995ADDF9,42487883,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:30:21,Allocated,,,
CAND_4798CD0B,43685045,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:30:22,Allocated,,,
CAND_D76772EB,49204385,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:30:25,Allocated,,,
CAND_A7C22B8B,49997097,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:30:26,Allocated,,,
CAND_C4E65477,50222417,ICICI Bank,Finance Intern,Delhi,Finance,24101,90.0,2025-09-07 23:30:28,Allocated,,,
CAND_B86F2E5D,53640713,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:30:31,Allocated,,,
CAND_EC366B78,62809577,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:30:34,Allocated,,,
CAND_5E6F55F2,63137898,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:30:35,Allocated,,,
CAND_088EB632,75286906,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:30:37,Allocated,,,
CAND_98F2C119,78257294,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:30:39,Allocated,,,
CAND_3F5AEC03,78403342,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:30:41,Allocated,,,
CAND_24C2692A,80053367,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,58738,70.0,2025-09-07 23:30:42,Allocated,,,
CAND_89C6DD07,82649935,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:30:43,Allocated,,,
CAND_81C5AFBC,87635012,ICICI Bank,Finance Intern,Delhi,Finance,33919,88.0,2025-09-07 23:30:45,Allocated,,,
CAND_13034D42,98559931,HDFC Bank,Finance Intern,Mumbai,Finance,69279,90.0,2025-09-07 23:30:46,Allocated,,,
CAND_FD08D07F,10186968,HDFC Bank,Finance Intern,Mumbai,Finance,69279,70.0,2025-09-07 23:30:47,Allocated,,,
CAND_4D662177,10659182,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:30:50,Allocated,,,
CAND_60FCF468,10818478,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,80.0,2025-09-07 23:30:50,Allocated,,,
CAND_C131E710,11188218,HDFC Bank,Finance Intern,Mumbai,Finance,69279,80.0,2025-09-07 23:30:54,Allocated,,,
CAND_A3DA1E4B,11773767,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:30:55,Allocated,,,
CAND_33D8F579,11963737,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:30:57,Allocated,,,
CAND_E34AB59C,12171093,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:30:58,Allocated,,,
CAND_7186A618,12544735,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,80.0,2025-09-07 23:30:59,Allocated,,,
CAND_4ADF59CC,13072354,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,60.0,2025-09-07 23:31:00,Allocated,,,
CAND_98FBB502,13115648,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,50.0,2025-09-07 23:31:02,Allocated,,,
CAND_D697AA66,13342150,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:31:03,Allocated,,,
CAND_73D37E5A,13593241,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:31:04,Allocated,,,
CAND_104B5EE5,13809698,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,70.0,2025-09-07 23:31:05,Allocated,,,
CAND_E6F037F1,13909762,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:31:06,Allocated,,,
CAND_BE86464E,13967854,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:31:08,Allocated,,,
CAND_B2E1BA9C,14064815,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,40.0,2025-09-07 23:31:09,Allocated,,,
CAND_43836746,14146106,ICICI Bank,Finance Intern,Delhi,Finance,33919,40.0,2025-09-07 23:31:10,Allocated,,,
CAND_0BCC0757,14176254,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:31:12,Allocated,,,
CAND_E7B2659C,14445309,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:31:13,Allocated,,,
CAND_D57D3239,14708590,L&T,Manufacturing Intern,Mumbai,Manufacturing,32855,45.0,2025-09-07 23:31:15,Allocated,,,
CAND_B7C86D02,15313140,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,60.0,2025-09-07 23:31:16,Allocated,,,
CAND_6FFD4088,15727656,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:31:19,Allocated,,,
CAND_01371E97,15958967,Deloitte,Consulting Intern,Gurgaon,Consulting,38753,40.0,2025-09-07 23:31:21,Allocated,,,
CAND_2D421E5C,16332348,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,30.0,2025-09-07 23:31:24,Allocated,,,
CAND_A68D8C9F,17021141,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:31:26,Allocated,,,
CAND_E5CA2581,17165107,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,40.0,2025-09-07 23:31:27,Allocated,,,
CAND_9D08F88F,17254634,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,58738,70.0,2025-09-07 23:31:28,Allocated,,,
CAND_B55994F4,17847636,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,60.0,2025-09-07 23:31:30,Allocated,,,
CAND_D310DF49,17911230,TCS,Technology Intern,Mumbai,Technology,59953,45.0,2025-09-07 23:31:31,Allocated,,,
CAND_DC3B3238,18090899,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,100.0,2025-09-07 23:31:33,Allocated,,,
CAND_FDA20269,18725071,TCS,Technology Intern,Mumbai,Technology,26918,30.0,2025-09-07 23:31:34,Allocated,,,
CAND_7CFC5B68,18997135,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,80.0,2025-09-07 23:31:35,Allocated,,,
CAND_146E1B3C,19063156,HDFC Bank,Finance Intern,Mumbai,Finance,69279,60.0,2025-09-07 23:31:40,Allocated,,,
CAND_14226C6D,19108760,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,70.0,2025-09-07 23:31:42,Allocated,,,
CAND_224BBB0B,19234823,ICICI Bank,Finance Intern,Delhi,Finance,33919,90.0,2025-09-07 23:31:44,Allocated,,,
CAND_B8EE4070,19518606,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:31:45,Allocated,,,
CAND_B971246B,19926135,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,60.0,2025-09-07 23:31:47,Allocated,,,
CAND_8B1AB284,20138606,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:31:49,Allocated,,,
CAND_EA00B2C5,20272792,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,30.0,2025-09-07 23:31:49,Allocated,,,
CAND_74903DE8,20324037,HDFC Bank,Finance Intern,Mumbai,Finance,34049,80.0,2025-09-07 23:31:51,Allocated,,,
CAND_C675475C,20400279,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:31:53,Allocated,,,
CAND_D9057655,20544228,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:31:54,Allocated,,,
CAND_258EF12F,20765795,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:31:57,Allocated,,,
CAND_2EB48C62,22042181,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,70.0,2025-09-07 23:32:00,Allocated,,,
CAND_D0D5C283,22259475,TCS,Technology Intern,Mumbai,Technology,59953,45.0,2025-09-07 23:32:01,Allocated,,,
CAND_48CF615D,23427369,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:32:04,Allocated,,,
CAND_D5149645,23577836,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,80.0,2025-09-07 23:32:06,Allocated,,,
CAND_1318E593,23804341,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:32:07,Allocated,,,
CAND_74D99D3F,24124250,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:32:09,Allocated,,,
CAND_27E9EA8B,24410405,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:32:10,Allocated,,,
CAND_A7853B87,24588864,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,45.0,2025-09-07 23:32:14,Allocated,,,
CAND_8ECBD1F5,24695561,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,60.0,2025-09-07 23:32:16,Allocated,,,
CAND_FCBD9BF6,24763208,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:32:20,Allocated,,,
CAND_CE67D404,24946537,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,80.0,2025-09-07 23:32:23,Allocated,,,
CAND_845CEC63,25873425,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:32:25,Allocated,,,
CAND_02656F29,26071861,TCS,Technology Intern,Mumbai,Technology,47154,65.0,2025-09-07 23:32:27,Allocated,,,
CAND_1C71FB30,26456474,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:32:28,Allocated,,,
CAND_A07C2A87,27182111,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,70.0,2025-09-07 23:32:30,Allocated,,,
CAND_50FBFB80,28206098,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,80.0,2025-09-07 23:32:33,Allocated,,,
CAND_2CE54A9C,28871170,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,60.0,2025-09-07 23:32:36,Allocated,,,
CAND_6629BB0C,28974459,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:32:38,Allocated,,,
CAND_B5C16FF8,29173771,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:32:39,Allocated,,,
CAND_60AE4D20,29177904,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,45.0,2025-09-07 23:32:41,Allocated,,,
CAND_167F0E2D,29415426,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:32:42,Allocated,,,
CAND_808F632D,31040875,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:32:45,Allocated,,,
CAND_BDEF36A6,34327438,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:32:51,Allocated,,,
CAND_309A3950,34970271,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,21025,40.0,2025-09-07 23:32:53,Allocated,,,
CAND_45D722DE,35344611,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,40.0,2025-09-07 23:32:55,Allocated,,,
CAND_B6F205BE,35474904,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:32:57,Allocated,,,
CAND_9CB8ADE2,36392131,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:32:59,Allocated,,,
CAND_206D178A,36694627,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:33:00,Allocated,,,
CAND_E191D646,37348041,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,70.0,2025-09-07 23:33:02,Allocated,,,
CAND_E9C2FAB1,37640804,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,58738,40.0,2025-09-07 23:33:06,Allocated,,,
CAND_FF585526,38291889,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:33:09,Allocated,,,
CAND_B57BD109,38698573,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:33:10,Allocated,,,
CAND_CED3E244,38860712,TCS,Technology Intern,Mumbai,Technology,59953,65.0,2025-09-07 23:33:12,Allocated,,,
CAND_BF3AA33E,40088790,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:33:14,Allocated,,,
CAND_DF9C957E,42164460,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:33:15,Allocated,,,
CAND_8C02B9BF,44115326,Wipro,Technology Intern,Pune,Technology,52856,75.0,2025-09-07 23:33:20,Allocated,,,
CAND_13ABA157,46772262,Apollo Hospitals,Healthcare Intern,Chennai,Healthcare,65783,60.0,2025-09-07 23:33:21,Allocated,,,
CAND_61D35DDA,47133747,ICICI Bank,Finance Intern,Delhi,Finance,33919,80.0,2025-09-07 23:33:23,Allocated,,,
CAND_D69496C3,49475708,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:33:25,Allocated,,,
CAND_12BEBE54,49486820,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:33:27,Allocated,,,
CAND_AB3AC6C1,53169257,L&T,Manufacturing Intern,Mumbai,Manufacturing,31956,35.0,2025-09-07 23:33:28,Allocated,,,
CAND_9E4BC6DF,54067174,TCS,Technology Intern,Mumbai,Technology,59953,30.0,2025-09-07 23:33:29,Allocated,,,
CAND_DAC06BE4,72652441,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,90.0,2025-09-07 23:33:31,Allocated,,,
CAND_299D6D00,73448369,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:33:32,Allocated,,,
CAND_64B41F7F,74126637,Ogilvy,Marketing Intern,Mumbai,Marketing,55800,40.0,2025-09-07 23:33:34,Allocated,,,
CAND_7A9956EA,74191424,Ogilvy,Marketing Intern,Mumbai,Marketing,49718,40.0,2025-09-07 23:33:35,Allocated,,,
CAND_9F4F03E2,75057933,Deloitte,Consulting Intern,Gurgaon,Consulting,57482,68.0,2025-09-07 23:33:36,Allocated,,,
